Ref,x,y,Connectivity,Isovist Area,Isovist Compactness,Isovist Drift Angle,Isovist Drift Magnitude,Isovist Max Radial,Isovist Min Radial,Isovist Occlusivity,Isovist Perimeter,Point First Moment,Point Second Moment,Visual Clustering Coefficient,Visual Control,Visual Controllability,Visual Entropy,Visual Integration [HH],Visual Integration [P-value],Visual Integration [Tekl],Visual Mean Depth,Visual Node Count,Visual Relativised Entropy
5505049,192,934,212,840.53009,0.078686692,98.193489,24.464489,121.69824,1.2834538,251.08234,366.3793,7236.5659,375028,0.6567111,0.66458017,0.14919071,1.4985689,5.8659606,0.64287943,0.86731398,2.5499387,3265,2.4646533
5505050,192,936,268,1063.673,0.096970722,103.13181,30.046812,119.66006,2.0510564,244.18279,371.26898,10917.759,651072,0.68170387,0.75702083,0.1760841,1.5516975,6.053834,0.66346943,0.87053174,2.5018382,3265,2.3867435
5505051,192,938,322,1277.5497,0.11392465,106.54594,32.136322,117.66275,2.7176018,241.53499,375.39197,14081.873,853560,0.7316035,0.84127921,0.21018277,1.5869228,6.1339178,0.67224622,0.87188017,2.4822304,3265,2.3449988
5505052,192,940,367,1473.8649,0.14104967,109.63134,32.094509,107.09498,2.3822761,218.06065,362.36624,16126.107,941204,0.75475353,0.90042502,0.24256444,1.6088903,6.1670604,0.67587847,0.87243426,2.4742646,3265,2.3232517
5505053,192,942,409,1641.1415,0.12708306,112.74748,30.899986,105.09786,1.9679263,240.3887,402.8414,17671.059,990440,0.73377198,1.0025929,0.27032387,1.6286439,6.2213612,0.68182957,0.87333721,2.4613972,3265,2.2998729
5505054,192,944,456,1845.1147,0.11874481,117.2345,31.583544,103.03646,2.0302818,273.6777,441.88504,19954.01,1110692,0.70051092,1.1265243,0.28769717,1.6589055,6.3805404,0.69927478,0.87594998,2.4249387,3265,2.2496562
5505055,192,946,474,1905.2745,0.12774545,120.29831,30.733938,95.798775,2.4490309,265.45618,432.92334,20408.143,1107096,0.69817394,1.1604679,0.30114359,1.6643257,6.3901582,0.70032883,0.8761062,2.4227941,3265,2.2449751
5505056,192,948,445,1790.5413,0.12246348,121.53176,34.739494,92.486092,2.8070199,248.87445,428.64108,18584.621,995424,0.72920334,1.0600629,0.28362015,1.6522962,6.3437138,0.69523883,0.87534994,2.4332108,3265,2.2608194
5505057,192,950,423,1705.5396,0.17279907,122.48239,37.607975,90.072891,2.7624226,171.63573,352.18036,17051.785,897960,0.77801305,0.94221455,0.2748538,1.6387649,6.2739735,0.68759561,0.87420636,2.4491422,3265,2.2829032
5505058,192,952,420,1704.5917,0.17934342,124.51212,36.488247,87.871193,2.2119596,165.43463,345.59894,16417.93,843764,0.77681553,0.94338876,0.27290449,1.6374731,6.2699966,0.68715978,0.87414086,2.4500613,3265,2.2844636
